Stamp,Status,AT,B,K,Noe,Ooe,Szbg,Stmk,T,V,W
2021-02-07 08:30:00,Recovered,402053,10789,25013,61769,78457,33024,46646,44133,22129,80093
2021-02-07 08:30:00,Hospitalisierung,1560,36,82,348,148,114,269,121,29,413
2021-02-07 08:30:00,Intensivstation,290,6,7,56,29,15,42,28,5,102
2021-02-07 08:30:00,Tested,10313170,427284,482299,2410584,1507402,567109,1092245,1014160,579703,2232384
2021-02-07 08:30:00,Tested_PCR,4588704,138208,198428,946462,517905,254206,461124,524712,274946,1272713
2021-02-07 08:30:00,Tested_AG,5724466,289076,283871,1464122,989497,312903,631121,489448,304757,959671
2021-02-08 07:00:00,Confirmed,421630,11071,26709,65007,81515,35461,50606,45336,22277,83648
2021-02-08 08:30:00,Deaths,8032,225,650,1220,1478,460,1634,546,263,1556
2021-02-08 08:30:00,Recovered,403302,10821,25118,62035,78650,33141,46798,44239,22181,80319
2021-02-08 08:30:00,Hospitalisierung,1571,38,81,352,158,111,267,124,29,411
2021-02-08 08:30:00,Intensivstation,278,6,8,54,27,14,40,26,3,100
2021-02-08 08:30:00,Tested,10442158,432914,485878,2433779,1532577,567720,1111689,1026903,583606,2267092
2021-02-08 08:30:00,Tested_PCR,4612948,138753,200084,956052,518929,254796,461743,526667,275707,1280217
2021-02-08 08:30:00,Tested_AG,5829210,294161,285794,1477727,1013648,312924,649946,500236,307899,986875
2021-02-08 14:00:00,Confirmed,422192,11095,26764,65171,81635,35486,50775,45384,22296,83586
2021-02-08 08:30:00,Deaths,8032,225,650,1220,1478,460,1634,546,263,1556
2021-02-08 08:30:00,Recovered,403302,10821,25118,62035,78650,33141,46798,44239,22181,80319
2021-02-08 08:30:00,Hospitalisierung,1571,38,81,352,158,111,267,124,29,411
2021-02-08 08:30:00,Intensivstation,278,6,8,54,27,14,40,26,3,100
2021-02-08 08:30:00,Tested,10442158,432914,485878,2433779,1532577,567720,1111689,1026903,583606,2267092
2021-02-08 08:30:00,Tested_PCR,4612948,138753,200084,956052,518929,254796,461743,526667,275707,1280217
2021-02-08 08:30:00,Tested_AG,5829210,294161,285794,1477727,1013648,312924,649946,500236,307899,986875
2021-02-09 07:00:00,Confirmed,422580,11113,26793,65210,81671,35542,50804,45411,22321,83715
2021-02-09 08:30:00,Deaths,8071,226,653,1229,1481,461,1641,549,265,1566
2021-02-09 08:30:00,Recovered,404676,10851,25203,62290,78842,33320,46986,44355,22246,80583
2021-02-09 08:30:00,Hospitalisierung,1593,39,85,350,154,112,275,123,29,426
2021-02-09 08:30:00,Intensivstation,285,5,8,54,28,15,42,27,3,103
2021-02-09 08:30:00,Tested,10752769,436790,501757,2479223,1568838,594275,1220651,1045442,594613,2311180
2021-02-09 08:30:00,Tested_PCR,4648995,140127,201445,964713,519810,255716,464889,529258,276353,1296684
2021-02-09 08:30:00,Tested_AG,6103774,296663,300312,1514510,1049028,338559,755762,516184,318260,1014496
2021-02-09 14:00:00,Confirmed,423146,11137,26898,65364,81736,35584,50918,45471,22326,83712
2021-02-09 08:30:00,Deaths,8071,226,653,1229,1481,461,1641,549,265,1566
2021-02-09 08:30:00,Recovered,404676,10851,25203,62290,78842,33320,46986,44355,22246,80583
2021-02-09 08:30:00,Hospitalisierung,1593,39,85,350,154,112,275,123,29,426
2021-02-09 08:30:00,Intensivstation,285,5,8,54,28,15,42,27,3,103
2021-02-09 08:30:00,Tested,10752769,436790,501757,2479223,1568838,594275,1220651,1045442,594613,2311180
2021-02-09 08:30:00,Tested_PCR,4648995,140127,201445,964713,519810,255716,464889,529258,276353,1296684
2021-02-09 08:30:00,Tested_AG,6103774,296663,300312,1514510,1049028,338559,755762,516184,318260,1014496
2021-02-09 14:00:00,Confirmed,423146,11137,26898,65364,81736,35584,50918,45471,22326,83712
2021-02-09 08:30:00,Deaths,8071,226,653,1229,1481,461,1641,549,265,1566
2021-02-09 08:30:00,Recovered,404676,10851,25203,62290,78842,33320,46986,44355,22246,80583
2021-02-09 08:30:00,Hospitalisierung,1593,39,85,350,154,112,275,123,29,426
2021-02-09 08:30:00,Intensivstation,285,5,8,54,28,15,42,27,3,103
2021-02-09 08:30:00,Tested,10752769,436790,501757,2479223,1568838,594275,1220651,1045442,594613,2311180
2021-02-09 08:30:00,Tested_PCR,4648995,140127,201445,964713,519810,255716,464889,529258,276353,1296684
2021-02-09 08:30:00,Tested_AG,6103774,296663,300312,1514510,1049028,338559,755762,516184,318260,1014496
2021-02-09 14:00:00,Confirmed,423146,11137,26898,65364,81736,35584,50918,45471,22326,83712
2021-02-09 08:30:00,Deaths,8071,226,653,1229,1481,461,1641,549,265,1566
2021-02-09 08:30:00,Recovered,404676,10851,25203,62290,78842,33320,46986,44355,22246,80583
2021-02-09 08:30:00,Hospitalisierung,1593,39,85,350,154,112,275,123,29,426
2021-02-09 08:30:00,Intensivstation,285,5,8,54,28,15,42,27,3,103
2021-02-09 08:30:00,Tested,10752769,436790,501757,2479223,1568838,594275,1220651,1045442,594613,2311180
2021-02-09 08:30:00,Tested_PCR,4648995,140127,201445,964713,519810,255716,464889,529258,276353,1296684
2021-02-09 08:30:00,Tested_AG,6103774,296663,300312,1514510,1049028,338559,755762,516184,318260,1014496
2021-02-09 14:00:00,Confirmed,423146,11137,26898,65364,81736,35584,50918,45471,22326,83712
2021-02-09 08:30:00,Deaths,8071,226,653,1229,1481,461,1641,549,265,1566
2021-02-09 08:30:00,Recovered,404676,10851,25203,62290,78842,33320,46986,44355,22246,80583
2021-02-09 08:30:00,Hospitalisierung,1593,39,85,350,154,112,275,123,29,426
2021-02-09 08:30:00,Intensivstation,285,5,8,54,28,15,42,27,3,103
2021-02-09 08:30:00,Tested,10752769,436790,501757,2479223,1568838,594275,1220651,1045442,594613,2311180
2021-02-09 08:30:00,Tested_PCR,4648995,140127,201445,964713,519810,255716,464889,529258,276353,1296684
2021-02-09 08:30:00,Tested_AG,6103774,296663,300312,1514510,1049028,338559,755762,516184,318260,1014496
2021-02-11 07:00:00,Confirmed,425561,11219,27019,65840,82051,35788,51303,45632,22423,84286
2021-02-11 08:30:00,Deaths,8138,229,656,1242,1486,463,1658,554,265,1585
2021-02-11 08:30:00,Recovered,407155,10921,25365,62706,79113,33535,47346,44608,22351,81210
2021-02-11 08:30:00,Hospitalisierung,1511,46,86,338,145,96,271,106,26,397
2021-02-11 08:30:00,Intensivstation,265,5,9,55,23,12,38,25,4,94
2021-02-11 08:30:00,Tested,11205451,455925,525407,2588795,1616847,622985,1285524,1071314,621458,2417196
2021-02-11 08:30:00,Tested_PCR,4739747,142162,202840,982145,522762,258164,468472,534074,279328,1349800
2021-02-11 08:30:00,Tested_AG,6465704,313763,322567,1606650,1094085,364821,817052,537240,342130,1067396
2021-02-11 14:00:00,Confirmed,426858,11224,27135,66193,82237,35860,51507,45767,22443,84492
2021-02-11 08:30:00,Deaths,8138,229,656,1242,1486,463,1658,554,265,1585
2021-02-11 08:30:00,Recovered,407155,10921,25365,62706,79113,33535,47346,44608,22351,81210
2021-02-11 08:30:00,Hospitalisierung,1511,46,86,338,145,96,271,106,26,397
2021-02-11 08:30:00,Intensivstation,265,5,9,55,23,12,38,25,4,94
2021-02-11 08:30:00,Tested,11205451,455925,525407,2588795,1616847,622985,1285524,1071314,621458,2417196
2021-02-11 08:30:00,Tested_PCR,4739747,142162,202840,982145,522762,258164,468472,534074,279328,1349800
2021-02-11 08:30:00,Tested_AG,6465704,313763,322567,1606650,1094085,364821,817052,537240,342130,1067396
2021-02-12 07:00:00,Confirmed,427472,11253,27145,66264,82284,35922,51558,45795,22459,84792
2021-02-12 08:30:00,Deaths,8170,229,658,1245,1489,467,1668,554,265,1595
2021-02-12 08:30:00,Recovered,408426,10950,25503,62879,79269,33696,47583,44705,22390,81451
2021-02-12 08:30:00,Hospitalisierung,1431,44,84,332,140,99,259,84,25,364
2021-02-12 08:30:00,Intensivstation,262,6,7,57,20,13,39,21,5,94
2021-02-12 08:30:00,Tested,11409166,463144,525887,2630551,1644551,636924,1312825,1087800,635707,2471777
2021-02-12 08:30:00,Tested_PCR,4786728,142577,203320,992535,524297,259430,470604,536765,280545,1376655
2021-02-12 08:30:00,Tested_AG,6622438,320567,322567,1638016,1120254,377494,842221,551035,355162,1095122
2021-02-13 14:00:00,Confirmed,429210,11302,27347,66629,82549,36052,51748,45925,22540,85118
2021-02-13 08:30:00,Deaths,8195,230,658,1253,1490,NA,1676,557,265,1600
2021-02-13 08:30:00,Recovered,409877,10995,25633,63177,79433,33805,47799,44844,22459,81732
2021-02-13 08:30:00,Hospitalisierung,1371,39,79,310,125,94,249,88,27,360
2021-02-13 08:30:00,Intensivstation,266,6,7,57,16,14,38,21,6,101
2021-02-13 08:30:00,Tested,11623487,474483,526652,2691395,1670229,651739,1342383,1099796,647797,2519013
2021-02-13 08:30:00,Tested_PCR,4821686,143187,203788,1002979,525154,259986,472267,538848,281831,1393646
2021-02-13 08:30:00,Tested_AG,6801801,331296,322864,1688416,1145075,391753,870116,560948,365966,1125367
2021-02-14 14:00:00,Confirmed,430506,11350,27417,66945,82760,36135,51894,46007,22589,85409
2021-02-14 08:30:00,Deaths,8211,230,658,1257,1492,467,1677,558,265,1607
2021-02-14 08:30:00,Recovered,411199,11032,25730,63482,79611,33900,48006,44939,22515,81984
2021-02-14 08:30:00,Hospitalisierung,1311,41,83,307,129,79,228,84,23,337
2021-02-14 08:30:00,Intensivstation,258,6,8,61,16,12,39,22,7,87
2021-02-14 08:30:00,Tested,11763032,483285,526883,2731420,1688699,656649,1362472,1110482,654913,2548229
2021-02-14 08:30:00,Tested_PCR,4846477,143855,203974,1014597,526281,260534,473391,540237,282840,1400768
2021-02-14 08:30:00,Tested_AG,6916555,339430,322909,1716823,1162418,396115,889081,570245,372073,1147461
2021-02-15 07:00:00,Confirmed,431098,11391,27438,67045,82773,36155,52136,46024,22607,85529
2021-02-15 08:30:00,Deaths,8221,230,659,1258,1493,470,1678,558,265,1610
2021-02-15 08:30:00,Recovered,412457,11070,25823,63738,79823,33998,48195,45034,22568,82208
2021-02-15 08:30:00,Hospitalisierung,1338,39,83,321,132,83,221,85,29,345
2021-02-15 08:30:00,Intensivstation,258,7,7,58,21,11,35,20,8,91
2021-02-15 08:30:00,Tested,11920050,493043,528675,2752463,1710876,657125,1382947,1158699,659500,2576722
2021-02-15 08:30:00,Tested_PCR,4865656,143942,205766,1021704,527450,260994,474672,541885,283329,1405914
2021-02-15 08:30:00,Tested_AG,7054394,349101,322909,1730759,1183426,396131,908275,616814,376171,1170808
2021-02-15 14:00:00,Confirmed,431932,11396,27533,67164,82919,36203,52311,46075,22606,85725
2021-02-15 08:30:00,Deaths,8221,230,659,1258,1493,470,1678,558,265,1610
2021-02-15 08:30:00,Recovered,412457,11070,25823,63738,79823,33998,48195,45034,22568,82208
2021-02-15 08:30:00,Hospitalisierung,1338,39,83,321,132,83,221,85,29,345
2021-02-15 08:30:00,Intensivstation,258,7,7,58,21,11,35,20,8,91
2021-02-15 08:30:00,Tested,11920050,493043,528675,2752463,1710876,657125,1382947,1158699,659500,2576722
2021-02-15 08:30:00,Tested_PCR,4865656,143942,205766,1021704,527450,260994,474672,541885,283329,1405914
2021-02-15 08:30:00,Tested_AG,7054394,349101,322909,1730759,1183426,396131,908275,616814,376171,1170808
2021-02-17 07:00:00,Confirmed,434310,11496,27713,67634,83183,36390,52721,46236,22666,86271
2021-02-16 08:30:00,Deaths,8260,230,661,1266,1496,476,1685,562,265,1619
2021-02-16 08:30:00,Recovered,413908,11133,25931,64039,80041,34108,48444,45135,22612,82465
2021-02-16 08:30:00,Hospitalisierung,1376,47,75,333,122,79,235,91,29,365
2021-02-16 08:30:00,Intensivstation,258,8,6,60,21,11,34,20,9,89
2021-02-16 08:30:00,Tested,12211250,501092,572902,2804645,1762713,682096,1422320,1174300,672935,2618247
2021-02-16 08:30:00,Tested_PCR,4894726,144541,206547,1026304,528650,262085,476433,544684,283915,1421567
2021-02-16 08:30:00,Tested_AG,7316524,356551,366355,1778341,1234063,420011,945887,629616,389020,1196680
2021-02-17 14:00:00,Confirmed,434955,11517,27815,67675,83322,36439,52790,46266,22696,86435
2021-02-17 08:30:00,Deaths,8290,231,662,1272,1499,480,1689,563,268,1626
2021-02-17 08:30:00,Recovered,415221,11178,26010,64308,80193,34213,48631,45252,22671,82765
2021-02-17 08:30:00,Hospitalisierung,1352,46,89,327,123,85,207,91,28,356
2021-02-17 08:30:00,Intensivstation,264,10,7,60,17,13,33,20,12,92
2021-02-17 08:30:00,Tested,12417609,511962,583485,2845953,1788681,694455,1452094,1187069,687574,2666336
2021-02-17 08:30:00,Tested_PCR,4936688,145831,207373,1032318,530053,263260,478811,547504,285223,1446315
2021-02-17 08:30:00,Tested_AG,7480921,366131,376112,1813635,1258628,431195,973283,639565,402351,1220021
2021-02-18 07:00:00,Confirmed,436277,11560,27852,68078,83546,36523,52994,46295,22710,86719
2021-02-18 08:30:00,Deaths,8312,231,663,1276,1502,480,1695,564,269,1632
2021-02-18 08:30:00,Recovered,416431,11213,26068,64532,80339,34317,48849,45350,22703,83060
2021-02-18 08:30:00,Hospitalisierung,1307,47,80,319,120,81,201,85,31,343
2021-02-18 08:30:00,Intensivstation,258,8,7,60,15,10,33,23,12,90
2021-02-18 08:30:00,Tested,12691956,521527,584327,2912869,1837652,706887,1479711,1217425,700937,2730621
2021-02-18 08:30:00,Tested_PCR,4997284,146585,208142,1043904,531381,264362,481277,549776,286657,1485200
2021-02-18 08:30:00,Tested_AG,7694672,374942,376185,1868965,1306271,442525,998434,667649,414280,1245421
2021-02-18 14:00:00,Confirmed,436954,11596,27972,68150,83672,36572,53074,46373,22720,86825
2021-02-18 08:30:00,Deaths,8312,231,663,1276,1502,480,1695,564,269,1632
2021-02-18 08:30:00,Recovered,416431,11213,26068,64532,80339,34317,48849,45350,22703,83060
2021-02-18 08:30:00,Hospitalisierung,1307,47,80,319,120,81,201,85,31,343
2021-02-18 08:30:00,Intensivstation,258,8,7,60,15,10,33,23,12,90
2021-02-18 08:30:00,Tested,12691956,521527,584327,2912869,1837652,706887,1479711,1217425,700937,2730621
2021-02-18 08:30:00,Tested_PCR,4997284,146585,208142,1043904,531381,264362,481277,549776,286657,1485200
2021-02-18 08:30:00,Tested_AG,7694672,374942,376185,1868965,1306271,442525,998434,667649,414280,1245421
2021-02-19 07:00:00,Confirmed,437930,11620,27990,68432,83780,36634,53260,46430,22734,87050
2021-02-19 08:30:00,Deaths,8348,232,665,1289,1504,481,1705,564,269,1639
2021-02-19 08:30:00,Recovered,417654,11255,26167,64745,80520,34470,49055,45435,22749,83258
2021-02-19 08:30:00,Hospitalisierung,1296,47,86,315,118,87,186,85,31,341
2021-02-19 08:30:00,Intensivstation,260,10,7,63,12,9,36,25,13,85
2021-02-19 08:30:00,Tested,12892721,526789,585103,2961418,1863979,719438,1507916,1229255,715276,2783547
2021-02-19 08:30:00,Tested_PCR,5043112,147781,208832,1052715,532885,265457,482774,552129,288033,1512506
2021-02-19 08:30:00,Tested_AG,7849609,379008,376271,1908703,1331094,453981,1025142,677126,427243,1271041
2021-02-20 14:00:00,Confirmed,441002,11697,28162,69266,84173,36792,53783,46570,22790,87769
2021-02-20 08:30:00,Deaths,8368,234,665,1292,1506,481,1711,567,269,1643
2021-02-20 08:30:00,Recovered,419283,11315,26296,65119,80735,34547,49293,45532,22816,83630
2021-02-20 08:30:00,Hospitalisierung,1286,43,85,311,110,78,204,82,31,342
2021-02-20 08:30:00,Intensivstation,261,9,7,62,12,9,40,23,13,86
2021-02-20 08:30:00,Tested,13128809,556981,585710,3061465,1891184,734166,1538472,1244878,727951,2833002
2021-02-20 08:30:00,Tested_PCR,5081442,148128,209377,1061577,533987,266188,484978,554641,289316,1533250
2021-02-20 08:30:00,Tested_AG,8047367,408853,376333,1954888,1357197,467978,1053494,690237,438635,1299752
2021-02-21 07:00:00,Confirmed,441719,11751,28204,69453,84283,36845,53813,46589,22803,87978
2021-02-21 08:30:00,Deaths,8386,234,667,1296,1507,481,1716,567,269,1649
2021-02-21 08:30:00,Recovered,420509,11340,26397,65488,80881,34651,49453,45620,22862,83817
2021-02-21 08:30:00,Hospitalisierung,1262,46,74,307,113,77,190,74,32,349
2021-02-21 08:30:00,Intensivstation,257,9,7,57,12,9,41,23,12,87
2021-02-21 08:30:00,Tested,13327784,561170,586173,3055616,1907173,739539,1563516,1318983,734720,2860894
2021-02-21 08:30:00,Tested_PCR,5103166,148348,209805,1071157,534602,266773,486271,556731,290458,1539021
2021-02-21 08:30:00,Tested_AG,8224618,412822,376368,1984459,1372571,472766,1077245,762252,444262,1321873
2021-02-21 14:00:00,Confirmed,442538,11771,28234,69589,84473,36845,54011,46667,22808,88140
2021-02-21 08:30:00,Deaths,8386,234,667,1296,1507,481,1716,567,269,1649
2021-02-21 08:30:00,Recovered,420509,11340,26397,65488,80881,34651,49453,45620,22862,83817
2021-02-21 08:30:00,Hospitalisierung,1262,46,74,307,113,77,190,74,32,349
2021-02-21 08:30:00,Intensivstation,257,9,7,57,12,9,41,23,12,87
2021-02-21 08:30:00,Tested,13327784,561170,586173,3055616,1907173,739539,1563516,1318983,734720,2860894
2021-02-21 08:30:00,Tested_PCR,5103166,148348,209805,1071157,534602,266773,486271,556731,290458,1539021
2021-02-21 08:30:00,Tested_AG,8224618,412822,376368,1984459,1372571,472766,1077245,762252,444262,1321873
2021-02-22 07:00:00,Confirmed,443043,11791,28261,69689,84516,36937,54030,46690,22838,88291
2021-02-22 08:30:00,Deaths,8397,234,669,1301,1508,482,1718,567,269,1649
2021-02-22 08:30:00,Recovered,421811,11386,26516,65793,81092,34737,49655,45704,22896,84032
2021-02-22 08:30:00,Hospitalisierung,1309,46,82,321,119,73,197,81,35,355
2021-02-22 08:30:00,Intensivstation,255,9,9,61,14,5,43,22,11,81
2021-02-22 08:30:00,Tested,13420960,566648,587921,3078655,1929664,740101,1564782,1332740,735753,2884696
2021-02-22 08:30:00,Tested_PCR,5120189,148823,211513,1078873,536482,267304,487537,558299,290879,1540479
2021-02-22 08:30:00,Tested_AG,8300771,417825,376408,1999782,1393182,472797,1077245,774441,444874,1344217
2021-02-22 14:00:00,Confirmed,443680,11839,28344,69895,84622,36962,54236,46724,22847,88211
2021-02-22 08:30:00,Deaths,8397,234,669,1301,1508,482,1718,567,269,1649
2021-02-22 08:30:00,Recovered,421811,11386,26516,65793,81092,34737,49655,45704,22896,84032
2021-02-22 08:30:00,Hospitalisierung,1309,46,82,321,119,73,197,81,35,355
2021-02-22 08:30:00,Intensivstation,255,9,9,61,14,5,43,22,11,81
2021-02-22 08:30:00,Tested,13420960,566648,587921,3078655,1929664,740101,1564782,1332740,735753,2884696
2021-02-22 08:30:00,Tested_PCR,5120189,148823,211513,1078873,536482,267304,487537,558299,290879,1540479
2021-02-22 08:30:00,Tested_AG,8300771,417825,376408,1999782,1393182,472797,1077245,774441,444874,1344217
2021-02-23 07:00:00,Confirmed,444480,11909,28402,70026,84683,37044,54271,46777,22870,88498
2021-02-23 08:30:00,Deaths,8434,237,670,1309,1509,484,1725,573,269,1658
2021-02-23 08:30:00,Recovered,423014,11415,26627,66007,81257,34818,49906,45792,22957,84235
2021-02-23 08:30:00,Hospitalisierung,1362,50,85,336,111,77,215,82,35,371
2021-02-23 08:30:00,Intensivstation,271,9,9,68,16,6,41,20,11,91
2021-02-23 08:30:00,Tested,13679356,573179,588669,3133817,1970950,764214,1607716,1347581,755433,2937797
2021-02-23 08:30:00,Tested_PCR,5162574,148936,212168,1084443,537728,268340,489334,560682,291472,1569471
2021-02-23 08:30:00,Tested_AG,8516782,424243,376501,2049374,1433222,495874,1118382,786899,463961,1368326
2021-02-23 14:00:00,Confirmed,445446,11938,28499,70264,84878,37109,54315,46892,22898,88653
2021-02-23 08:30:00,Deaths,8434,237,670,1309,1509,484,1725,573,269,1658
2021-02-23 08:30:00,Recovered,423014,11415,26627,66007,81257,34818,49906,45792,22957,84235
2021-02-23 08:30:00,Hospitalisierung,1362,50,85,336,111,77,215,82,35,371
2021-02-23 08:30:00,Intensivstation,271,9,9,68,16,6,41,20,11,91
2021-02-23 08:30:00,Tested,13679356,573179,588669,3133817,1970950,764214,1607716,1347581,755433,2937797
2021-02-23 08:30:00,Tested_PCR,5162574,148936,212168,1084443,537728,268340,489334,560682,291472,1569471
2021-02-23 08:30:00,Tested_AG,8516782,424243,376501,2049374,1433222,495874,1118382,786899,463961,1368326
2021-02-24 07:00:00,Confirmed,446834,11983,28550,70565,84998,37189,54604,46952,22917,89076
2021-02-24 08:30:00,Deaths,8470,238,674,1318,1511,488,1730,574,273,1664
2021-02-24 08:30:00,Recovered,424348,11464,26713,66259,81422,34873,50124,45868,22998,84627
2021-02-24 08:30:00,Hospitalisierung,1323,44,89,320,111,71,214,87,31,356
2021-02-24 08:30:00,Intensivstation,256,11,10,68,14,6,44,19,9,75
2021-02-24 08:30:00,Tested,13940675,579324,644560,3183275,2001831,776432,1638030,1360402,770279,2986542
2021-02-24 08:30:00,Tested_PCR,5206796,149764,213283,1089749,539400,269707,491688,564171,292826,1596208
2021-02-24 08:30:00,Tested_AG,8733879,429560,431277,2093526,1462431,506725,1146342,796231,477453,1390334
2021-02-25 07:00:00,Confirmed,449232,12051,28726,71014,85344,37327,54970,47080,22956,89764
2021-02-25 08:30:00,Deaths,8493,238,676,1325,1512,488,1735,579,273,1667
2021-02-25 08:30:00,Recovered,425786,11508,26787,66469,81612,34923,50342,45956,23035,85154
2021-02-25 08:30:00,Hospitalisierung,1291,48,89,313,111,66,213,83,33,335
2021-02-25 08:30:00,Intensivstation,251,9,11,69,14,7,43,18,11,69
2021-02-25 08:30:00,Tested,14209576,597476,671597,3238808,2052333,788550,1666366,1376175,784679,3033592
2021-02-25 08:30:00,Tested_PCR,5253398,152772,214194,1099247,541176,270852,494746,567214,294244,1618953
2021-02-25 08:30:00,Tested_AG,8956178,444704,457403,2139561,1511157,517698,1171620,808961,490435,1414639
2021-02-25 14:00:00,Confirmed,450307,12105,28840,71242,85524,37408,55086,47174,22995,89933
2021-02-25 08:30:00,Deaths,8493,238,676,1325,1512,488,1735,579,273,1667
2021-02-25 08:30:00,Recovered,425786,11508,26787,66469,81612,34923,50342,45956,23035,85154
2021-02-25 08:30:00,Hospitalisierung,1291,48,89,313,111,66,213,83,33,335
2021-02-25 08:30:00,Intensivstation,251,9,11,69,14,7,43,18,11,69
2021-02-25 08:30:00,Tested,14209576,597476,671597,3238808,2052333,788550,1666366,1376175,784679,3033592
2021-02-25 08:30:00,Tested_PCR,5253398,152772,214194,1099247,541176,270852,494746,567214,294244,1618953
2021-02-25 08:30:00,Tested_AG,8956178,444704,457403,2139561,1511157,517698,1171620,808961,490435,1414639
2021-02-26 07:00:00,Confirmed,451280,12155,28913,71504,85717,37473,55121,47204,23009,90184
2021-02-26 08:30:00,Deaths,8515,238,677,1332,1514,490,1738,579,273,1674
2021-02-26 08:30:00,Recovered,427257,11551,26927,66701,81823,35040,50579,46033,23083,85520
2021-02-26 08:30:00,Hospitalisierung,1285,49,87,316,110,69,207,81,35,331
2021-02-26 08:30:00,Intensivstation,258,8,12,71,16,11,38,19,9,74
2021-02-26 08:30:00,Tested,14432826,609615,672595,3288812,2092538,801139,1694570,1389051,799209,3085297
2021-02-26 08:30:00,Tested_PCR,5301682,153879,215105,1111983,542771,272274,495628,570278,295527,1644237
2021-02-26 08:30:00,Tested_AG,9131144,455736,457490,2176829,1549767,528865,1198942,818773,503682,1441060
2021-02-26 14:00:00,Confirmed,452469,12191,29022,71731,85849,37591,55334,47276,23036,90439
2021-02-26 08:30:00,Deaths,8515,238,677,1332,1514,490,1738,579,273,1674
2021-02-26 08:30:00,Recovered,427257,11551,26927,66701,81823,35040,50579,46033,23083,85520
2021-02-26 08:30:00,Hospitalisierung,1285,49,87,316,110,69,207,81,35,331
2021-02-26 08:30:00,Intensivstation,258,8,12,71,16,11,38,19,9,74
2021-02-26 08:30:00,Tested,14432826,609615,672595,3288812,2092538,801139,1694570,1389051,799209,3085297
2021-02-26 08:30:00,Tested_PCR,5301682,153879,215105,1111983,542771,272274,495628,570278,295527,1644237
2021-02-26 08:30:00,Tested_AG,9131144,455736,457490,2176829,1549767,528865,1198942,818773,503682,1441060
2021-02-27 07:00:00,Confirmed,453669,12236,29078,71940,85994,37643,55418,47319,23052,90989
2021-02-27 08:30:00,Deaths,8538,239,679,1339,1514,491,1743,579,273,1681
2021-02-27 08:30:00,Recovered,428904,11620,27058,67237,82011,35143,50824,46117,23127,85767
2021-02-27 08:30:00,Hospitalisierung,1266,51,85,326,102,61,207,79,31,324
2021-02-27 08:30:00,Intensivstation,264,9,12,73,17,12,38,20,9,74
2021-02-27 08:30:00,Tested,14751767,626516,673383,3348005,2121412,816538,1728795,1490318,812756,3134044
2021-02-27 08:30:00,Tested_PCR,5341373,154423,215817,1121724,544423,273250,499208,573822,296837,1661869
2021-02-27 08:30:00,Tested_AG,9410394,472093,457566,2226281,1576989,543288,1229587,916496,515919,1472175
2021-02-28 07:00:00,Confirmed,455982,12265,29180,72724,86197,37818,55829,47415,23096,91458
2021-02-28 08:30:00,Deaths,8561,239,682,1345,1515,492,1745,579,274,1690
2021-02-28 08:30:00,Recovered,430415,11666,27182,67496,82291,35234,51083,46230,23159,86074
2021-02-28 08:30:00,Hospitalisierung,1291,43,87,340,106,69,194,77,28,347
2021-02-28 08:30:00,Intensivstation,279,9,14,79,16,13,36,19,7,86
2021-02-28 08:30:00,Tested,14907781,632199,673818,3391018,2140416,822663,1756692,1506506,820454,3164015
2021-02-28 08:30:00,Tested_PCR,5368211,155053,216228,1132246,545562,273947,501901,577446,298076,1667752
2021-02-28 08:30:00,Tested_AG,9539570,477146,457590,2258772,1594854,548716,1254791,929060,522378,1496263
2021-03-01 07:00:00,Confirmed,457354,12375,29226,72922,86410,37902,55981,47517,23128,91893
2021-03-01 08:30:00,Deaths,8574,239,683,1350,1515,493,1747,579,274,1694
2021-03-01 08:30:00,Recovered,432016,11701,27316,67900,82567,35318,51265,46304,23199,86446
2021-03-01 08:30:00,Hospitalisierung,1353,43,96,349,120,71,200,81,30,363
2021-03-01 08:30:00,Intensivstation,290,10,15,82,20,15,35,21,7,85
2021-03-01 08:30:00,Tested,15003345,638575,675557,3400756,2162517,823353,1758065,1521757,825612,3197153
2021-03-01 08:30:00,Tested_PCR,5395666,155435,217933,1141984,546777,274598,503274,579890,298572,1677203
2021-03-01 08:30:00,Tested_AG,9607679,483140,457624,2258772,1615740,548755,1254791,941867,527040,1519950
2021-03-01 14:00:00,Confirmed,458247,12406,29366,73268,86559,37985,56029,47573,23151,91910
2021-03-01 08:30:00,Deaths,8574,239,683,1350,1515,493,1747,579,274,1694
2021-03-01 08:30:00,Recovered,432016,11701,27316,67900,82567,35318,51265,46304,23199,86446
2021-03-01 08:30:00,Hospitalisierung,1353,43,96,349,120,71,200,81,30,363
2021-03-01 08:30:00,Intensivstation,290,10,15,82,20,15,35,21,7,85
2021-03-01 08:30:00,Tested,15003345,638575,675557,3400756,2162517,823353,1758065,1521757,825612,3197153
2021-03-01 08:30:00,Tested_PCR,5395666,155435,217933,1141984,546777,274598,503274,579890,298572,1677203
2021-03-01 08:30:00,Tested_AG,9607679,483140,457624,2258772,1615740,548755,1254791,941867,527040,1519950
2021-03-02 07:00:00,Confirmed,459282,12456,29414,73508,86667,38097,56293,47632,23167,92048
2021-03-02 08:30:00,Deaths,8605,240,686,1357,1518,496,1753,579,276,1700
2021-03-02 08:30:00,Recovered,433873,11748,27446,68352,82820,35417,51636,46410,23199,86845
2021-03-02 08:30:00,Hospitalisierung,1427,46,91,381,130,73,207,87,27,385
2021-03-02 08:30:00,Intensivstation,296,10,16,78,16,15,39,24,5,93
